date,sensor_number,calls_number,Myotis brandtii,Myotis daubentonii,Myotis nattereri,Nyctalus leisleri,Nyctalus noctula,Pipistrellus nathusii,Pipistrellus pipistrellus,Pipistrellus pygmaeus,Plecotus auritus,Plecotus austriacus
2021-08-03,8,177,0,0,0,8,4,77,85,2,1,0
2021-08-03,12,113,0,0,0,7,3,20,60,20,1,2
2021-08-03,13,5,0,0,0,0,0,0,0,5,0,0
2021-08-04,1,180,0,0,0,0,0,2,175,3,0,0
2021-08-04,8,349,0,0,0,7,4,148,187,2,1,0
2021-08-04,12,224,0,0,0,32,5,31,119,35,2,0
2021-08-04,13,33,0,0,0,0,0,0,14,13,6,0
2021-08-05,1,945,0,0,0,0,0,7,922,16,0,0
2021-08-05,8,280,0,0,0,2,3,121,150,2,2,0
2021-08-05,12,265,0,0,0,0,1,18,170,76,0,0
2021-08-06,1,214,0,0,0,0,1,1,212,0,0,0
2021-08-06,8,146,0,0,0,2,0,59,85,0,0,0
2021-08-06,12,124,0,0,0,10,0,5,96,11,0,2
2021-08-07,1,82,0,0,0,1,1,0,80,0,0,0
2021-08-07,8,112,0,2,0,1,1,14,90,4,0,0
2021-08-07,12,107,0,0,0,0,0,16,51,38,0,2
2021-08-07,13,4,0,0,0,0,0,0,0,4,0,0
2021-08-08,1,113,0,0,0,0,0,9,104,0,0,0
2021-08-08,8,400,0,0,0,6,1,161,229,1,2,0
2021-08-08,12,107,0,0,0,2,0,9,61,35,0,0
2021-08-09,1,90,0,0,0,0,0,6,84,0,0,0
2021-08-09,8,81,0,0,0,2,1,30,46,2,0,0
2021-08-09,12,62,0,0,0,0,0,8,31,22,0,1
2021-08-10,1,79,0,0,0,2,0,7,69,0,1,0
2021-08-10,8,190,0,0,0,11,0,70,101,7,1,0
2021-08-10,12,158,0,0,0,5,2,4,100,42,4,1
2021-08-11,1,118,0,0,0,0,0,1,115,0,2,0
2021-08-11,5,3,0,0,0,2,0,0,1,0,0,0
2021-08-11,8,169,0,0,0,0,2,61,106,0,0,0
2021-08-11,9,8,0,0,0,7,0,0,1,0,0,0
2021-08-11,12,92,0,0,0,11,3,5,62,9,1,1
2021-08-12,1,122,0,1,0,0,0,9,43,68,1,0
2021-08-12,9,28,0,0,0,25,0,3,0,0,0,0
2021-08-12,12,159,0,0,0,7,1,13,117,20,0,1
2021-08-13,1,45,0,0,0,8,0,6,28,3,0,0
2021-08-13,8,4,0,0,0,3,0,1,0,0,0,0
2021-08-13,9,8,0,0,0,6,0,2,0,0,0,0
2021-08-13,12,142,0,0,0,3,1,8,83,46,0,1
2021-08-14,1,223,0,0,0,0,0,9,197,15,2,0
2021-08-14,8,2,0,0,0,2,0,0,0,0,0,0
2021-08-14,12,138,0,0,0,2,2,10,93,31,0,0
2021-08-15,1,80,0,0,0,0,0,10,68,2,0,0
2021-08-15,8,4,0,0,0,4,0,0,0,0,0,0
2021-08-15,12,147,0,0,0,3,0,6,103,35,0,0
2021-08-16,1,80,0,0,0,0,0,1,79,0,0,0
2021-08-16,8,9,0,0,0,7,0,2,0,0,0,0
2021-08-16,12,136,0,0,0,1,2,16,71,43,1,2
2021-08-17,1,134,0,1,0,1,0,3,122,6,1,0
2021-08-17,8,4,0,0,0,3,0,1,0,0,0,0
2021-08-17,12,138,1,0,0,4,5,17,65,40,4,2
2021-08-18,1,75,0,0,0,8,1,7,51,6,2,0
2021-08-18,8,9,0,0,0,5,0,4,0,0,0,0
2021-08-18,12,111,0,0,0,7,2,5,39,48,8,2
2021-08-19,1,21,0,0,0,1,0,2,15,3,0,0
2021-08-19,8,8,0,0,0,6,0,2,0,0,0,0
2021-08-19,12,138,0,0,0,3,3,17,96,15,1,3
2021-08-20,1,65,0,0,0,0,0,25,40,0,0,0
2021-08-20,8,6,0,0,0,4,0,2,0,0,0,0
2021-08-20,12,83,0,0,0,2,3,16,42,17,2,1
2021-08-21,1,141,0,0,0,0,0,10,131,0,0,0
2021-08-21,8,5,0,0,0,5,0,0,0,0,0,0
2021-08-21,12,99,0,0,0,4,2,18,61,14,0,0
2021-08-21,13,3,0,0,0,0,0,0,0,3,0,0
2021-08-22,1,140,0,0,0,1,5,3,123,8,0,0
2021-08-22,8,3,0,0,0,3,0,0,0,0,0,0
2021-08-22,12,107,0,0,0,7,13,20,48,18,0,1
2021-08-23,1,293,0,1,0,2,0,20,269,1,0,0
2021-08-23,8,1,0,0,0,1,0,0,0,0,0,0
2021-08-23,12,263,0,1,0,8,4,28,142,75,0,5
2021-08-23,13,6,0,0,0,0,0,0,1,5,0,0
2021-08-24,1,196,0,0,0,0,1,3,192,0,0,0
2021-08-24,12,39,1,0,0,7,4,15,10,2,0,0
2021-08-24,13,2,0,0,0,0,0,0,2,0,0,0
2021-08-25,1,396,0,0,0,0,0,9,385,0,2,0
2021-08-25,12,162,0,0,0,7,6,15,76,58,0,0
2021-08-26,1,62,0,0,0,0,2,6,53,1,0,0
2021-08-26,12,95,0,0,0,2,7,14,61,11,0,0
2021-08-27,1,162,0,0,0,0,0,6,154,2,0,0
2021-08-27,10,27,0,0,0,0,0,2,10,15,0,0
2021-08-27,12,100,0,0,0,1,0,8,80,11,0,0
2021-08-27,13,3,0,0,0,0,0,0,0,3,0,0
2021-08-27,14,28,0,0,0,1,0,3,15,9,0,0
2021-08-28,1,267,0,0,0,0,0,5,257,5,0,0
2021-08-28,2,12,0,0,0,1,0,0,11,0,0,0
2021-08-28,3,24,0,0,0,0,0,5,18,1,0,0
2021-08-28,10,59,0,0,0,0,2,4,25,28,0,0
2021-08-28,12,102,0,0,0,2,0,19,56,25,0,0
2021-08-28,14,41,0,0,0,0,1,4,10,26,0,0
2021-08-29,1,125,0,0,0,3,0,3,119,0,0,0
2021-08-29,2,6,0,0,0,0,0,1,5,0,0,0
2021-08-29,3,2,0,0,0,2,0,0,0,0,0,0
2021-08-29,10,43,0,1,0,3,0,4,12,23,0,0
2021-08-29,12,76,0,0,0,2,3,5,57,9,0,0
2021-08-29,14,40,0,0,0,3,0,5,29,3,0,0
2021-08-30,1,36,0,0,0,6,0,2,28,0,0,0
2021-08-30,3,2,0,0,0,0,0,1,1,0,0,0
2021-08-30,10,62,0,2,0,1,0,6,38,14,1,0
2021-08-30,12,53,0,0,0,3,0,1,27,22,0,0
2021-08-30,13,2,0,0,0,0,0,0,2,0,0,0
2021-08-30,14,8,0,0,0,1,0,0,6,1,0,0
2021-08-31,1,137,0,0,0,0,1,0,136,0,0,0
2021-08-31,3,3,0,0,0,2,0,0,1,0,0,0
2021-08-31,5,9,0,0,0,0,0,3,6,0,0,0
2021-08-31,8,130,0,0,0,5,6,38,81,0,0,0
2021-08-31,10,144,0,0,0,0,0,14,97,31,1,1
2021-08-31,12,30,0,0,0,1,1,1,20,6,1,0
2021-08-31,14,26,0,0,1,0,0,7,16,2,0,0
2021-09-01,1,65,0,0,0,0,1,5,59,0,0,0
2021-09-01,2,4,0,0,0,0,0,0,4,0,0,0
2021-09-01,5,21,0,0,0,1,0,8,8,4,0,0
2021-09-01,8,180,0,0,0,2,3,47,126,1,0,1
2021-09-01,10,55,0,0,0,3,0,4,47,1,0,0
2021-09-01,12,52,0,0,0,7,0,7,14,24,0,0
2021-09-01,14,33,0,0,0,2,0,2,21,8,0,0
2021-09-02,1,135,0,0,0,0,0,8,124,3,0,0
2021-09-02,2,8,0,0,0,4,4,0,0,0,0,0
2021-09-02,3,12,0,0,0,0,0,3,9,0,0,0
2021-09-02,5,56,0,0,0,4,0,15,36,1,0,0
2021-09-02,8,451,0,0,0,6,23,129,276,14,1,2
2021-09-02,10,133,0,0,0,4,1,13,103,12,0,0
2021-09-02,12,87,0,0,0,4,7,15,30,29,1,1
2021-09-02,14,34,0,0,0,0,0,2,31,1,0,0
2021-09-03,1,184,0,0,0,0,0,106,75,0,0,3
2021-09-03,3,23,0,0,0,0,0,0,7,16,0,0
2021-09-03,5,52,0,0,0,9,1,25,17,0,0,0
2021-09-03,8,827,0,0,0,21,25,339,432,10,0,0
2021-09-03,10,236,0,0,0,1,0,16,202,16,1,0
2021-09-03,12,83,0,0,0,4,4,17,24,31,0,3
2021-09-03,13,2,0,0,0,0,0,0,0,2,0,0
2021-09-03,14,9,0,0,0,0,0,1,3,5,0,0
2021-09-04,1,120,0,0,0,0,0,2,107,11,0,0
2021-09-04,2,17,0,0,0,5,0,0,12,0,0,0
2021-09-04,3,21,0,0,0,4,0,1,16,0,0,0
2021-09-04,5,28,0,0,0,7,0,13,8,0,0,0
2021-09-04,8,471,0,0,0,8,30,200,217,14,1,1
2021-09-04,10,109,0,0,0,0,1,15,81,12,0,0
2021-09-04,12,50,0,0,0,3,3,5,37,2,0,0
2021-09-04,14,23,0,0,0,0,1,2,20,0,0,0
2021-09-05,1,102,0,1,0,1,0,6,93,1,0,0
2021-09-05,3,148,0,0,0,14,4,4,125,0,1,0
2021-09-05,5,173,0,0,0,22,1,52,93,5,0,0
2021-09-05,8,710,0,0,0,11,31,302,349,12,3,2
2021-09-05,10,42,0,0,0,9,1,2,19,11,0,0
2021-09-05,12,111,0,0,0,10,19,10,62,7,0,3
2021-09-05,13,6,0,0,0,0,0,2,2,1,1,0
2021-09-05,14,23,0,0,0,1,0,1,16,5,0,0
2021-09-06,1,105,0,0,0,3,0,14,87,1,0,0
2021-09-06,2,15,0,0,0,0,6,1,8,0,0,0
2021-09-06,3,68,0,0,0,3,13,2,50,0,0,0
2021-09-06,5,186,0,0,0,31,3,43,103,6,0,0
2021-09-06,8,1046,1,0,0,19,58,350,580,28,10,0
2021-09-06,10,97,1,0,0,1,4,1,73,17,0,0
2021-09-06,12,134,1,0,0,6,7,20,74,24,1,1
2021-09-06,13,3,0,0,0,0,0,0,3,0,0,0
2021-09-06,14,102,0,0,0,14,4,1,82,1,0,0
2021-09-07,1,119,0,0,0,1,2,11,105,0,0,0
2021-09-07,3,6,0,0,0,1,0,3,2,0,0,0
2021-09-07,5,346,0,0,0,44,1,95,202,2,2,0
2021-09-07,8,2360,0,0,0,22,46,1175,1025,71,19,2
2021-09-07,10,41,0,0,0,1,0,13,24,3,0,0
2021-09-07,12,58,0,0,0,5,7,13,22,7,0,4
2021-09-07,14,66,0,0,0,5,0,2,49,10,0,0
2021-09-08,1,73,0,0,0,0,1,1,70,0,1,0
2021-09-08,2,1,0,0,0,0,1,0,0,0,0,0
2021-09-08,3,43,0,0,0,0,0,2,31,10,0,0
2021-09-08,5,102,0,0,0,19,0,31,51,1,0,0
2021-09-08,8,913,0,0,0,7,30,402,434,34,6,0
2021-09-08,10,150,0,0,0,3,0,8,136,3,0,0
2021-09-08,12,53,0,0,0,1,3,3,30,12,0,4
2021-09-08,13,14,0,0,0,0,0,0,6,8,0,0
2021-09-08,14,108,0,0,0,2,0,2,98,6,0,0
2021-09-09,1,171,0,0,0,0,1,1,169,0,0,0
2021-09-09,2,3,0,0,0,0,3,0,0,0,0,0
2021-09-09,3,47,0,0,0,3,2,27,15,0,0,0
2021-09-09,5,1081,0,0,0,164,1,369,525,22,0,0
2021-09-09,8,634,0,0,0,20,31,212,356,13,2,0
2021-09-09,10,89,0,0,0,22,8,10,35,14,0,0
2021-09-09,12,188,0,0,0,13,3,32,126,12,1,1
2021-09-09,13,10,0,0,0,0,0,0,10,0,0,0
2021-09-09,14,105,1,0,0,0,0,4,90,10,0,0
2021-09-10,1,169,0,0,0,1,0,9,159,0,0,0
2021-09-10,3,35,0,0,0,3,0,0,31,0,1,0
2021-09-10,5,1610,1,0,0,213,0,460,919,16,1,0
2021-09-10,8,337,0,0,0,4,18,102,204,8,1,0
2021-09-10,10,26,0,0,0,2,0,5,15,4,0,0
2021-09-10,12,326,0,0,0,6,2,2,300,14,0,2
2021-09-10,13,36,0,0,0,0,0,0,28,2,6,0
2021-09-10,14,29,0,0,0,1,0,0,15,13,0,0
2021-09-11,1,281,0,0,0,7,1,83,180,10,0,0
2021-09-11,3,57,0,0,0,6,0,5,37,8,1,0
2021-09-11,5,735,0,0,0,91,0,145,473,26,0,0
2021-09-11,8,253,0,0,0,3,7,83,152,5,3,0
2021-09-11,10,25,0,0,0,3,4,2,16,0,0,0
2021-09-11,12,102,0,0,0,3,1,19,60,17,0,2
2021-09-11,13,11,0,0,0,0,0,1,6,3,1,0
2021-09-11,14,93,0,0,0,0,0,0,80,13,0,0
2021-09-12,1,271,0,0,0,6,0,15,241,8,1,0
2021-09-12,3,36,0,0,0,5,0,0,31,0,0,0
2021-09-12,5,144,0,0,0,12,0,15,83,34,0,0
2021-09-12,8,701,0,0,0,13,26,277,373,11,1,0
2021-09-12,10,26,0,0,0,1,1,9,14,1,0,0
2021-09-12,12,93,0,0,0,6,10,4,41,21,0,11
2021-09-12,13,16,0,1,0,0,0,1,10,0,4,0
2021-09-12,14,37,0,0,0,0,1,2,19,15,0,0
2021-09-13,1,93,0,0,0,1,0,3,89,0,0,0
2021-09-13,2,2,0,0,0,0,0,2,0,0,0,0
2021-09-13,5,35,0,0,0,9,0,15,11,0,0,0
2021-09-13,8,247,0,0,0,9,13,88,131,5,1,0
2021-09-13,10,34,0,0,0,2,0,9,23,0,0,0
2021-09-13,12,66,0,0,0,11,1,11,17,25,0,1
2021-09-13,13,29,0,0,0,0,0,0,0,29,0,0
2021-09-13,14,22,0,0,0,3,0,7,9,3,0,0
2021-09-14,1,57,0,0,0,0,1,0,45,11,0,0
2021-09-14,2,11,0,0,0,4,7,0,0,0,0,0
2021-09-14,3,12,0,0,0,1,0,1,10,0,0,0
2021-09-14,5,265,0,0,0,30,2,46,177,10,0,0
2021-09-14,8,127,0,0,0,1,4,31,90,0,0,1
2021-09-14,10,44,0,0,0,3,5,2,28,6,0,0
2021-09-14,12,104,0,0,0,1,7,4,83,9,0,0
2021-09-14,13,17,0,0,0,0,0,0,17,0,0,0
2021-09-14,14,22,0,0,0,1,0,1,20,0,0,0
2021-09-15,1,56,0,0,0,0,0,1,55,0,0,0
2021-09-15,2,3,0,0,0,0,0,1,2,0,0,0
2021-09-15,3,58,0,0,0,3,0,1,54,0,0,0
2021-09-15,5,187,0,0,0,16,0,27,137,7,0,0
2021-09-15,8,267,0,0,0,1,46,76,140,4,0,0
2021-09-15,10,39,0,0,0,1,0,3,29,6,0,0
2021-09-15,12,70,0,0,0,3,5,8,50,4,0,0
2021-09-15,13,5,0,0,0,0,0,0,5,0,0,0
2021-09-15,14,43,0,0,0,0,1,1,35,6,0,0
2021-09-16,1,365,0,0,0,0,0,7,356,2,0,0
2021-09-16,3,22,0,0,0,8,0,2,12,0,0,0
2021-09-16,5,1119,0,0,0,95,0,158,848,18,0,0
2021-09-16,8,288,0,0,0,0,6,81,197,3,1,0
2021-09-16,10,3,0,0,0,0,0,1,2,0,0,0
2021-09-16,12,99,0,0,0,6,2,11,78,2,0,0
2021-09-16,13,6,0,0,0,0,0,0,6,0,0,0
2021-09-16,14,17,0,0,0,0,0,1,13,3,0,0
2021-09-17,1,484,0,0,0,0,0,3,481,0,0,0
2021-09-17,3,151,0,0,0,3,0,33,102,13,0,0
2021-09-17,5,678,0,0,0,54,0,84,520,19,1,0
2021-09-17,8,208,0,0,0,4,5,64,131,3,0,1
2021-09-17,10,65,0,0,0,5,0,5,45,10,0,0
2021-09-17,12,76,0,0,0,5,0,9,54,7,0,1
2021-09-17,14,36,0,0,0,5,0,0,30,1,0,0
2021-09-18,1,156,0,0,0,1,0,6,146,2,1,0
2021-09-18,2,18,0,0,0,0,0,5,13,0,0,0
2021-09-18,3,68,0,0,0,15,0,10,43,0,0,0
2021-09-18,5,248,0,0,0,11,1,48,186,2,0,0
2021-09-18,8,347,0,0,0,9,20,94,214,9,1,0
2021-09-18,10,8,0,0,0,1,0,2,4,1,0,0
2021-09-18,12,72,0,0,0,2,0,50,20,0,0,0
2021-09-18,14,15,0,0,0,0,0,0,13,2,0,0
2021-09-19,1,140,0,0,0,0,0,26,112,0,2,0
2021-09-19,2,1,0,0,0,1,0,0,0,0,0,0
2021-09-19,3,12,0,0,0,0,0,1,7,4,0,0
2021-09-19,5,413,0,0,0,27,0,63,322,1,0,0
2021-09-19,8,199,0,0,0,6,6,57,125,4,1,0
2021-09-19,10,28,0,0,0,3,0,2,22,1,0,0
2021-09-19,12,113,0,0,0,3,0,9,75,26,0,0
2021-09-19,14,27,0,0,0,0,0,1,25,1,0,0
2021-09-20,1,19,0,0,0,2,0,7,10,0,0,0
2021-09-20,2,1,0,0,0,1,0,0,0,0,0,0
2021-09-20,3,22,0,0,0,12,0,1,8,1,0,0
2021-09-20,5,148,0,0,0,19,0,24,78,27,0,0
2021-09-20,8,165,0,0,0,1,4,38,117,5,0,0
2021-09-20,10,6,0,0,0,1,0,1,4,0,0,0
2021-09-20,12,42,0,0,0,1,0,5,35,0,1,0
2021-09-20,14,14,0,0,0,0,1,1,12,0,0,0
2021-09-21,1,26,0,0,0,2,0,2,16,6,0,0
2021-09-21,3,82,0,0,0,4,0,15,52,11,0,0
2021-09-21,5,186,0,0,0,13,0,41,132,0,0,0
2021-09-21,8,151,0,0,0,1,2,32,115,0,1,0
2021-09-21,10,10,0,0,0,1,0,5,4,0,0,0
2021-09-21,12,47,0,0,0,9,0,18,15,5,0,0
2021-09-21,14,22,0,0,0,1,0,2,16,3,0,0
2021-09-22,1,97,0,0,0,1,0,0,96,0,0,0
2021-09-22,3,26,0,0,0,1,0,4,21,0,0,0
2021-09-22,5,1067,0,0,0,137,0,161,742,27,0,0
2021-09-22,8,11,0,0,0,3,0,4,4,0,0,0
2021-09-22,10,13,0,0,0,0,0,9,4,0,0,0
2021-09-22,12,16,1,0,0,2,0,10,2,1,0,0
2021-09-22,14,28,0,0,0,1,0,3,17,7,0,0
2021-09-23,1,362,0,0,0,0,0,2,353,7,0,0
2021-09-23,3,84,0,0,0,0,0,35,48,0,1,0
2021-09-23,5,815,0,0,0,86,0,137,566,26,0,0
2021-09-23,10,6,0,0,0,0,0,2,4,0,0,0
2021-09-23,12,76,0,0,0,2,0,24,48,0,1,1
2021-09-23,14,23,0,0,0,1,0,0,21,1,0,0
2021-09-24,1,238,0,0,0,1,3,3,230,1,0,0
2021-09-24,2,1,0,0,0,1,0,0,0,0,0,0
2021-09-24,3,25,0,0,0,2,0,3,10,10,0,0
2021-09-24,5,565,0,0,0,57,0,90,409,9,0,0
2021-09-24,10,7,0,0,0,2,0,2,3,0,0,0
2021-09-24,12,116,0,0,0,6,0,14,84,11,0,1
2021-09-24,14,7,0,0,0,0,0,1,4,2,0,0
2021-09-25,1,168,0,0,0,0,0,2,165,1,0,0
2021-09-25,2,1,0,0,0,0,1,0,0,0,0,0
2021-09-25,3,42,0,0,0,0,0,13,29,0,0,0
2021-09-25,5,132,0,0,0,17,1,30,82,2,0,0
2021-09-25,10,35,0,0,0,1,0,2,10,22,0,0
2021-09-25,12,56,0,0,0,21,1,5,20,8,0,1
2021-09-25,14,17,0,0,0,0,0,3,14,0,0,0
2021-09-26,1,40,0,0,0,1,1,3,35,0,0,0
2021-09-26,3,42,0,0,0,0,0,8,34,0,0,0
2021-09-26,5,488,0,0,0,70,0,115,293,10,0,0
2021-09-26,10,19,0,0,0,1,1,6,8,3,0,0
2021-09-26,12,32,0,0,0,0,2,10,14,5,1,0
2021-09-26,14,10,0,0,0,0,0,5,4,1,0,0
2021-09-27,1,39,0,0,0,0,0,21,18,0,0,0
2021-09-27,5,574,0,0,0,23,0,52,489,10,0,0
2021-09-27,10,3,0,0,0,0,0,2,1,0,0,0
2021-09-27,12,34,0,0,0,1,0,7,4,22,0,0
2021-09-27,14,11,0,0,0,1,0,0,4,6,0,0
2021-09-28,1,2,0,0,0,0,0,1,1,0,0,0
2021-09-28,3,15,0,0,0,0,0,3,12,0,0,0
2021-09-28,5,101,0,0,0,8,0,10,45,38,0,0
2021-09-28,10,7,0,0,0,3,0,2,2,0,0,0
2021-09-28,12,15,0,0,0,0,0,4,7,4,0,0
2021-09-28,14,35,0,0,0,0,0,1,5,29,0,0
2021-09-29,1,1,0,0,0,0,0,0,1,0,0,0
2021-09-29,3,10,0,0,0,3,0,1,6,0,0,0
2021-09-29,5,143,0,0,0,16,0,9,71,47,0,0
2021-09-29,10,10,0,0,0,0,0,6,3,1,0,0
2021-09-29,12,25,0,0,0,1,0,3,15,6,0,0
2021-09-29,14,12,0,0,0,0,0,3,6,3,0,0
2021-09-30,1,1,0,0,0,0,0,0,0,1,0,0
2021-09-30,3,3,0,0,0,0,0,0,3,0,0,0
2021-09-30,5,174,0,0,0,20,0,45,96,13,0,0
2021-09-30,10,7,0,0,0,1,0,4,2,0,0,0
2021-09-30,12,63,0,0,0,1,0,17,29,14,1,1
2021-09-30,14,7,0,0,0,0,0,1,3,3,0,0
2021-10-01,1,51,0,0,0,0,0,0,46,5,0,0
2021-10-01,3,5,0,0,0,0,0,0,5,0,0,0
2021-10-01,5,3,0,0,0,0,0,0,3,0,0,0
2021-10-01,10,4,0,0,0,1,0,1,2,0,0,0
2021-10-01,12,15,0,0,0,8,1,3,2,1,0,0
2021-10-01,14,20,0,0,0,0,0,1,4,15,0,0
2021-10-02,1,1,0,0,0,1,0,0,0,0,0,0
2021-10-02,3,16,0,0,0,0,0,1,15,0,0,0
2021-10-02,10,3,0,0,0,2,0,1,0,0,0,0
2021-10-02,12,11,0,0,0,0,0,6,3,2,0,0
2021-10-02,14,1,0,0,0,0,0,0,1,0,0,0
2021-10-03,3,37,0,0,0,1,0,8,28,0,0,0
2021-10-03,10,4,0,0,0,0,1,0,3,0,0,0
2021-10-03,12,20,0,0,0,1,0,13,4,2,0,0
2021-10-03,14,17,0,0,0,0,0,1,15,1,0,0
2021-10-04,1,133,0,0,0,1,0,3,126,3,0,0
2021-10-04,3,72,0,0,0,0,0,15,56,1,0,0
2021-10-04,10,3,0,0,0,1,0,1,1,0,0,0
2021-10-04,12,19,0,0,0,1,0,3,7,8,0,0
2021-10-04,14,7,0,0,0,0,0,1,5,1,0,0
2021-10-05,1,3,0,0,0,0,0,2,1,0,0,0
2021-10-05,3,29,0,0,0,0,0,7,22,0,0,0
2021-10-05,10,8,0,0,0,0,0,2,3,3,0,0
2021-10-05,12,12,0,0,0,1,0,2,1,8,0,0
2021-10-05,14,37,0,0,0,0,0,2,13,22,0,0
2021-10-06,1,80,0,0,0,6,0,6,68,0,0,0
2021-10-06,2,5,0,0,0,5,0,0,0,0,0,0
2021-10-06,3,100,0,0,0,0,0,19,78,3,0,0
2021-10-06,8,13,0,0,0,0,0,13,0,0,0,0
2021-10-06,10,14,0,0,0,1,0,10,3,0,0,0
2021-10-06,12,69,0,0,0,4,0,38,25,2,0,0
2021-10-06,14,16,0,0,0,0,0,1,14,1,0,0
2021-10-07,1,68,0,0,0,0,0,4,62,2,0,0
2021-10-07,3,36,0,0,0,0,0,1,35,0,0,0
2021-10-07,10,6,0,0,0,2,0,2,2,0,0,0
2021-10-07,12,131,0,0,0,1,0,34,87,6,0,3
2021-10-07,14,44,0,0,0,0,0,0,41,3,0,0
2021-10-08,1,48,0,0,0,0,0,7,40,0,1,0
2021-10-08,3,2,0,0,0,0,0,0,0,2,0,0
2021-10-08,10,38,0,0,0,1,0,6,31,0,0,0
2021-10-08,12,57,0,0,0,10,0,7,21,16,0,3
2021-10-08,14,9,0,0,0,0,0,1,6,2,0,0
2021-10-09,1,14,0,0,0,0,0,2,7,5,0,0
2021-10-09,2,2,0,0,0,0,0,0,2,0,0,0
2021-10-09,3,38,0,0,0,0,0,18,20,0,0,0
2021-10-09,10,20,0,0,0,0,0,18,2,0,0,0
2021-10-09,12,43,0,0,0,1,1,21,16,4,0,0
2021-10-09,14,18,0,0,0,1,0,1,13,3,0,0
2021-10-10,1,36,0,0,0,2,0,1,33,0,0,0
2021-10-10,2,1,0,0,0,0,0,0,1,0,0,0
2021-10-10,3,30,0,0,0,7,0,3,20,0,0,0
2021-10-10,10,4,0,0,0,0,0,1,0,3,0,0
2021-10-10,12,78,0,0,0,7,0,10,39,22,0,0
2021-10-10,13,3,0,0,0,0,0,0,0,3,0,0
2021-10-10,14,4,0,0,0,0,0,0,2,2,0,0
2021-10-11,1,19,0,0,0,1,0,4,14,0,0,0
2021-10-11,3,4,0,0,0,0,0,0,4,0,0,0
2021-10-11,10,15,0,0,0,1,0,0,14,0,0,0
2021-10-11,12,16,0,0,0,4,0,5,5,1,1,0
2021-10-11,14,17,0,0,0,0,0,2,15,0,0,0
2021-10-12,1,20,0,1,0,0,0,16,2,1,0,0
2021-10-12,2,2,0,0,0,1,0,1,0,0,0,0
2021-10-12,3,29,0,0,0,3,0,7,19,0,0,0
2021-10-12,10,6,0,0,0,2,0,0,2,2,0,0
2021-10-12,12,32,0,0,0,1,1,13,16,0,1,0
2021-10-12,14,32,0,0,0,2,0,3,26,1,0,0
2021-10-13,1,37,0,0,0,1,0,0,32,4,0,0
2021-10-13,3,9,0,0,0,0,0,0,9,0,0,0
2021-10-13,10,11,0,0,0,4,0,4,3,0,0,0
2021-10-13,12,27,0,0,0,1,0,9,17,0,0,0
2021-10-13,14,20,0,0,0,0,0,1,18,1,0,0
2021-10-14,1,1,0,0,0,0,0,0,1,0,0,0
2021-10-14,3,25,0,0,0,0,0,3,22,0,0,0
2021-10-14,6,28,0,0,0,0,0,0,4,24,0,0
2021-10-14,10,37,0,0,0,2,0,7,28,0,0,0
2021-10-14,12,67,0,0,0,4,0,16,39,8,0,0
2021-10-14,14,17,0,0,0,0,0,3,11,3,0,0
2021-10-15,1,3,0,0,0,0,0,2,0,0,1,0
2021-10-15,6,134,0,0,0,0,0,0,128,6,0,0
2021-10-15,10,5,0,0,0,1,0,2,2,0,0,0
2021-10-15,12,24,0,0,0,2,2,5,7,8,0,0
2021-10-15,14,6,0,0,0,0,0,0,6,0,0,0
2021-10-16,1,19,0,0,0,0,0,1,12,6,0,0
2021-10-16,2,1,0,0,0,0,0,1,0,0,0,0
2021-10-16,3,5,0,0,0,0,2,0,3,0,0,0
2021-10-16,10,5,0,0,0,0,0,4,1,0,0,0
2021-10-16,12,52,0,0,0,1,0,7,44,0,0,0
2021-10-16,14,15,0,0,0,0,0,1,14,0,0,0
2021-10-17,1,88,0,0,0,0,0,2,83,3,0,0
2021-10-17,2,2,0,0,0,0,2,0,0,0,0,0
2021-10-17,3,1,0,0,0,0,0,1,0,0,0,0
2021-10-17,6,19,0,0,0,0,0,1,17,0,1,0
2021-10-17,10,15,0,0,0,1,0,3,10,1,0,0
2021-10-17,12,104,0,0,0,8,0,13,77,6,0,0
2021-10-17,14,9,0,0,0,0,0,2,5,2,0,0
2021-10-18,1,27,0,0,0,0,0,2,20,5,0,0
2021-10-18,2,1,0,0,0,0,1,0,0,0,0,0
2021-10-18,3,36,0,0,0,0,0,0,20,16,0,0
2021-10-18,6,1,0,0,0,0,0,0,0,1,0,0
2021-10-18,10,1,0,0,0,0,0,0,1,0,0,0
2021-10-18,12,170,0,0,0,0,1,29,139,0,1,0
2021-10-19,1,5,0,0,0,0,0,4,1,0,0,0
2021-10-19,3,42,0,0,0,0,0,0,19,23,0,0
2021-10-19,10,5,0,0,0,1,0,2,2,0,0,0
2021-10-19,12,68,0,0,0,7,0,2,45,14,0,0
2021-10-19,14,13,0,0,0,0,0,0,10,3,0,0
2021-10-20,1,7,0,0,0,0,0,0,0,7,0,0
2021-10-20,3,1,0,0,0,1,0,0,0,0,0,0
2021-10-20,10,9,0,0,0,2,0,5,2,0,0,0
2021-10-20,12,109,0,0,0,0,0,13,77,18,1,0
2021-10-20,14,8,0,0,0,0,0,1,7,0,0,0
2021-10-21,1,26,0,0,0,0,0,0,0,26,0,0
2021-10-21,3,13,0,0,0,0,0,1,0,12,0,0
2021-10-21,5,34,0,0,0,2,0,1,29,2,0,0
2021-10-21,10,5,0,0,0,0,0,3,2,0,0,0
